,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
25380,2020-05-31,South Africa,32683,683,16809.0,15191.0,1716,40,693
25400,2020-05-31,US,1799143,107674,444758.0,1246711.0,19454,621,28297
25404,2020-05-31,United Kingdom,257539,37527,1190.0,218822.0,1070,60,3
25422,2020-06-01,Australia,7221,102,6626.0,493.0,19,-1,8
25437,2020-06-01,Brazil,531286,30108,211080.0,290098.0,15149,741,4525
25497,2020-06-01,Israel,17179,290,14765.0,2124.0,100,3,90
25498,2020-06-01,Italy,233197,33475,158355.0,41367.0,200,60,848
25538,2020-06-01,New Zealand,1504,22,1481.0,1.0,0,0,0
25574,2020-06-01,South Africa,34357,705,17291.0,16361.0,1674,22,482
25594,2020-06-01,US,1816108,108445,458231.0,1249432.0,16965,771,13473
25598,2020-06-01,United Kingdom,258983,37613,1221.0,220149.0,1444,86,31
25616,2020-06-02,Australia,7229,102,6636.0,491.0,8,0,10
25631,2020-06-02,Brazil,562963,31473,223638.0,307852.0,31677,1365,12558
25691,2020-06-02,Israel,17300,292,14821.0,2187.0,121,2,56
25692,2020-06-02,Italy,233515,33530,160092.0,39893.0,318,55,1737
25732,2020-06-02,New Zealand,1504,22,1481.0,1.0,0,0,0
25768,2020-06-02,South Africa,35812,755,18313.0,16744.0,1455,50,1022
25788,2020-06-02,US,1837391,109428,463868.0,1264095.0,21283,983,5637
25792,2020-06-02,United Kingdom,260453,37863,1224.0,221366.0,1470,250,3
25810,2020-06-03,Australia,7240,102,6648.0,490.0,11,0,12
25825,2020-06-03,Brazil,589048,32667,238617.0,317764.0,26085,1194,14979
25885,2020-06-03,Israel,17397,293,14851.0,2253.0,97,1,30
25886,2020-06-03,Italy,233836,33601,160938.0,39297.0,321,71,846
25926,2020-06-03,New Zealand,1504,22,1481.0,1.0,0,0,0
25962,2020-06-03,South Africa,37525,792,19682.0,17051.0,1713,37,1369
25982,2020-06-03,US,1857162,110437,479258.0,1267467.0,19771,1009,15390
25986,2020-06-03,United Kingdom,261802,38117,1212.0,222473.0,1349,254,-12
26004,2020-06-04,Australia,7247,102,6683.0,462.0,7,0,35
26019,2020-06-04,Brazil,621002,34177,254963.0,331862.0,31954,1510,16346
26079,2020-06-04,Israel,17539,293,14894.0,2352.0,142,0,43
26080,2020-06-04,Italy,234013,33689,161895.0,38429.0,177,88,957
26120,2020-06-04,New Zealand,1504,22,1481.0,1.0,0,0,0
26156,2020-06-04,South Africa,40792,848,21311.0,18633.0,3267,56,1629
26176,2020-06-04,US,1878885,111443,485002.0,1282440.0,21723,1006,5744
26180,2020-06-04,United Kingdom,263040,38247,1219.0,223574.0,1238,130,7
26198,2020-06-05,Australia,7252,102,6688.0,462.0,5,0,5
26213,2020-06-05,Brazil,653103,35253,266940.0,350910.0,32101,1076,11977
26273,2020-06-05,Israel,17666,294,14936.0,2436.0,127,1,42
26274,2020-06-05,Italy,234531,33774,163781.0,36976.0,518,85,1886
26314,2020-06-05,New Zealand,1504,22,1481.0,1.0,0,0,0
26350,2020-06-05,South Africa,43434,908,23088.0,19438.0,2642,60,1777
26370,2020-06-05,US,1903886,112321,491706.0,1299859.0,25001,878,6704
26374,2020-06-05,United Kingdom,264150,38505,1228.0,224417.0,1110,258,9
26392,2020-06-06,Australia,7259,102,6703.0,454.0,7,0,15
26407,2020-06-06,Brazil,676893,36054,277149.0,363690.0,23790,801,10209
26467,2020-06-06,Israel,17744,298,14963.0,2483.0,78,4,27
26468,2020-06-06,Italy,234801,33846,165078.0,35877.0,270,72,1297
26508,2020-06-06,New Zealand,1504,22,1481.0,1.0,0,0,0
26544,2020-06-06,South Africa,45973,952,24258.0,20763.0,2539,44,1170
26564,2020-06-06,US,1925184,112958,500849.0,1311377.0,21298,637,9143
26568,2020-06-06,United Kingdom,264944,38648,1230.0,225066.0,794,143,2
26586,2020-06-07,Australia,7265,102,6706.0,457.0,6,0,3
26601,2020-06-07,Brazil,694881,36530,283952.0,374399.0,17988,476,6803
26661,2020-06-07,Israel,17884,300,15017.0,2567.0,140,2,54
26662,2020-06-07,Italy,234998,33899,165837.0,35262.0,197,53,759
26702,2020-06-07,New Zealand,1504,22,1482.0,0.0,0,0,1
26738,2020-06-07,South Africa,48285,998,24364.0,22923.0,2312,46,106
26758,2020-06-07,US,1943597,113415,506367.0,1323815.0,18413,457,5518
26762,2020-06-07,United Kingdom,265662,38702,1239.0,225721.0,718,54,9
26780,2020-06-08,Australia,7267,102,6720.0,445.0,2,0,14
26795,2020-06-08,Brazil,712219,37393,378257.0,296569.0,17338,863,94305
26855,2020-06-08,Israel,18063,300,15063.0,2700.0,179,0,46
26856,2020-06-08,Italy,235278,33964,166584.0,34730.0,280,65,747
26896,2020-06-08,New Zealand,1504,22,1482.0,0.0,0,0,0
26932,2020-06-08,South Africa,50879,1080,26099.0,23700.0,2594,82,1735
26952,2020-06-08,US,1960101,113926,518522.0,1327653.0,16504,511,12155
26956,2020-06-08,United Kingdom,266756,38749,1255.0,226752.0,1094,47,16
26974,2020-06-09,Australia,7274,102,6740.0,432.0,7,0,20
26989,2020-06-09,Brazil,743917,38586,396737.0,308594.0,31698,1193,18480
27049,2020-06-09,Israel,18236,301,15109.0,2826.0,173,1,46
27050,2020-06-09,Italy,235561,34043,168646.0,32872.0,283,79,2062
27090,2020-06-09,New Zealand,1504,22,1482.0,0.0,0,0,0
27126,2020-06-09,South Africa,52991,1162,29006.0,22823.0,2112,82,2907
27146,2020-06-09,US,1978193,114840,524855.0,1338498.0,18092,914,6333
27150,2020-06-09,United Kingdom,267915,38946,1257.0,227712.0,1159,197,2
27168,2020-06-10,Australia,7285,102,6759.0,424.0,11,0,19
27183,2020-06-10,Brazil,777707,39824,413916.0,323967.0,33790,1238,17179
27243,2020-06-10,Israel,18476,302,15173.0,3001.0,240,1,64
27244,2020-06-10,Italy,235763,34114,169939.0,31710.0,202,71,1293
27284,2020-06-10,New Zealand,1504,22,1482.0,0.0,0,0,0
27320,2020-06-10,South Africa,55421,1210,31505.0,22706.0,2430,48,2499
27340,2020-06-10,US,1999261,115716,533504.0,1350041.0,21068,876,8649
27344,2020-06-10,United Kingdom,269101,39110,1269.0,228722.0,1186,164,12
27362,2020-06-11,Australia,7289,102,6782.0,405.0,4,0,23
27377,2020-06-11,Brazil,806399,41092,429965.0,335342.0,28692,1268,16049
27437,2020-06-11,Israel,18667,302,15239.0,3126.0,191,0,66
27438,2020-06-11,Italy,236142,34167,171338.0,30637.0,379,53,1399
27478,2020-06-11,New Zealand,1504,22,1482.0,0.0,0,0,0
27514,2020-06-11,South Africa,58568,1284,33252.0,24032.0,3147,74,1747
27534,2020-06-11,US,2021643,116532,540292.0,1364819.0,22382,816,6788
27538,2020-06-11,United Kingdom,270108,39186,1278.0,229644.0,1007,76,9
27556,2020-06-12,Australia,7294,102,6803.0,389.0,5,0,21
27571,2020-06-12,Brazil,830681,41935,445123.0,343623.0,24282,843,15158
27631,2020-06-12,Israel,18851,302,15295.0,3254.0,184,0,56
27632,2020-06-12,Italy,236305,34223,173085.0,28997.0,163,56,1747
27672,2020-06-12,New Zealand,1504,22,1482.0,0.0,0,0,0
27708,2020-06-12,South Africa,61927,1354,35006.0,25567.0,3359,70,1754
27728,2020-06-12,US,2046969,117355,547386.0,1382228.0,25326,823,7094
27732,2020-06-12,United Kingdom,271162,39317,1282.0,230563.0,1054,131,4
27750,2020-06-13,Australia,7320,102,6838.0,380.0,26,0,35
27765,2020-06-13,Brazil,851911,42792,459436.0,349683.0,21230,857,14313
27825,2020-06-13,Israel,19000,303,15334.0,3363.0,149,1,39
27826,2020-06-13,Italy,236651,34301,174865.0,27485.0,346,78,1780
27866,2020-06-13,New Zealand,1504,22,1482.0,0.0,0,0,0
27902,2020-06-13,South Africa,65736,1423,36850.0,27463.0,3809,69,1844
27922,2020-06-13,US,2071941,118077,556606.0,1397258.0,24972,722,9220
27926,2020-06-13,United Kingdom,272050,39424,1283.0,231343.0,888,107,1
27944,2020-06-14,Australia,7335,102,6851.0,382.0,15,0,13
27959,2020-06-14,Brazil,868705,43426,469141.0,356138.0,16794,634,9705
28019,2020-06-14,Israel,19136,305,15386.0,3445.0,136,2,52
28020,2020-06-14,Italy,236989,34345,176370.0,26274.0,338,44,1505
28060,2020-06-14,New Zealand,1504,22,1482.0,0.0,0,0,0
28096,2020-06-14,South Africa,70038,1480,38531.0,30027.0,4302,57,1681
28116,2020-06-14,US,2091361,118424,561816.0,1411121.0,19420,347,5210
28120,2020-06-14,United Kingdom,272857,39451,1283.0,232123.0,807,27,0
28138,2020-06-15,Australia,7347,102,6856.0,389.0,12,0,5
28153,2020-06-15,Brazil,893322,44190,477709.0,371423.0,24617,764,8568
28213,2020-06-15,Israel,19334,305,15480.0,3549.0,198,0,94
28214,2020-06-15,Italy,237290,34371,177010.0,25909.0,301,26,640
28254,2020-06-15,New Zealand,1506,22,1482.0,2.0,2,0,0
28290,2020-06-15,South Africa,73533,1568,39867.0,32098.0,3495,88,1336
28310,2020-06-15,US,2109883,118825,576334.0,1414724.0,18522,401,14518
28314,2020-06-15,United Kingdom,273888,39480,1284.0,233124.0,1031,29,1
28332,2020-06-16,Australia,7370,102,6861.0,407.0,23,0,5
28347,2020-06-16,Brazil,930305,45522,490005.0,394778.0,36983,1332,12296
28407,2020-06-16,Israel,19634,306,15534.0,3794.0,300,1,54
28408,2020-06-16,Italy,237500,34405,178526.0,24569.0,210,34,1516
28448,2020-06-16,New Zealand,1506,22,1482.0,2.0,0,0,0
28484,2020-06-16,South Africa,76334,1625,42063.0,32646.0,2801,57,2196
28504,2020-06-16,US,2133722,119612,583503.0,1430607.0,23839,787,7169
28508,2020-06-16,United Kingdom,274971,39600,1293.0,234078.0,1083,120,9
28526,2020-06-17,Australia,7391,102,6877.0,412.0,21,0,16
28541,2020-06-17,Brazil,961230,46707,521046.0,393477.0,30925,1185,31041
28601,2020-06-17,Israel,19905,306,15584.0,4015.0,271,0,50
28602,2020-06-17,Italy,237828,34448,179455.0,23925.0,328,43,929
28642,2020-06-17,New Zealand,1507,22,1482.0,3.0,1,0,0
28678,2020-06-17,South Africa,80412,1674,44331.0,34407.0,4078,49,2268
28698,2020-06-17,US,2161111,120360,592191.0,1448560.0,27389,748,8688
28702,2020-06-17,United Kingdom,275970,39710,1304.0,234956.0,999,110,11
28720,2020-06-18,Australia,7409,102,6878.0,429.0,18,0,1
28735,2020-06-18,Brazil,986750,47946,534580.0,404224.0,25520,1239,13534
28795,2020-06-18,Israel,20207,306,15654.0,4247.0,302,0,70
28796,2020-06-18,Italy,238159,34514,180544.0,23101.0,331,66,1089
28836,2020-06-18,New Zealand,1507,22,1482.0,3.0,0,0,0
28872,2020-06-18,South Africa,83890,1737,44920.0,37233.0,3478,63,589
28892,2020-06-18,US,2189426,121058,599115.0,1469253.0,28315,698,6924
28896,2020-06-18,United Kingdom,276990,39777,1313.0,235900.0,1020,67,9
28914,2020-06-19,Australia,7411,102,6881.0,428.0,2,0,3
28929,2020-06-19,Brazil,1042809,49118,551631.0,442060.0,56059,1172,17051
28989,2020-06-19,Israel,20517,307,15701.0,4509.0,310,1,47
28990,2020-06-19,Italy,238011,34561,181907.0,21543.0,0,47,1363
29030,2020-06-19,New Zealand,1509,22,1482.0,5.0,2,0,0
29066,2020-06-19,South Africa,87715,1831,47825.0,38059.0,3825,94,2905
29086,2020-06-19,US,2221123,121684,606715.0,1492724.0,31697,626,7600
29090,2020-06-19,United Kingdom,277974,39861,1319.0,236794.0,984,84,6
29108,2020-06-20,Australia,7461,102,6896.0,463.0,50,0,15
29123,2020-06-20,Brazil,1106332,50100,576779.0,479453.0,63523,982,25148
29183,2020-06-20,Israel,20676,308,15734.0,4634.0,159,1,33
29184,2020-06-20,Italy,238275,34610,182453.0,21212.0,264,49,546
29224,2020-06-20,New Zealand,1511,22,1482.0,7.0,2,0,0
29260,2020-06-20,South Africa,92681,1877,50326.0,40478.0,4966,46,2501
29280,2020-06-20,US,2253736,122257,617460.0,1514019.0,32613,573,10745
29284,2020-06-20,United Kingdom,278640,39932,1319.0,237389.0,666,71,0
29302,2020-06-21,Australia,7474,102,6903.0,469.0,13,0,7
29317,2020-06-21,Brazil,1086536,50683,588118.0,447735.0,0,583,11339
29377,2020-06-21,Israel,20849,308,15792.0,4749.0,173,0,58
29378,2020-06-21,Italy,238499,34634,182893.0,20972.0,224,24,440
29418,2020-06-21,New Zealand,1513,22,1482.0,9.0,2,0,0
29454,2020-06-21,South Africa,97302,1930,51608.0,43764.0,4621,53,1282
29474,2020-06-21,US,2279925,122574,622133.0,1535218.0,26189,317,4673
29478,2020-06-21,United Kingdom,279264,39963,1319.0,237982.0,624,31,0
29496,2020-06-22,Australia,7492,102,6915.0,475.0,18,0,12
29511,2020-06-22,Brazil,1114728,51445,601736.0,461547.0,28192,762,13618
29571,2020-06-22,Israel,21194,309,15860.0,5025.0,345,1,68
29572,2020-06-22,Italy,238720,34657,183426.0,20637.0,221,23,533
29612,2020-06-22,New Zealand,1515,22,1483.0,10.0,2,0,1
29648,2020-06-22,South Africa,101590,1991,53444.0,46155.0,4288,61,1836
29668,2020-06-22,US,2310898,122952,640198.0,1547748.0,30973,378,18065
29672,2020-06-22,United Kingdom,280156,39976,1322.0,238858.0,892,13,3
29690,2020-06-23,Australia,7521,103,6924.0,494.0,29,1,9
29705,2020-06-23,Brazil,1154255,52851,627963.0,473441.0,39527,1406,26227
29765,2020-06-23,Israel,21645,311,15950.0,5384.0,451,2,90
29766,2020-06-23,Italy,238833,34675,184585.0,19573.0,113,18,1159
29806,2020-06-23,New Zealand,1516,22,1483.0,11.0,1,0,0
29842,2020-06-23,South Africa,106108,2102,55045.0,48961.0,4518,111,1601
29862,2020-06-23,US,2348120,123691,647548.0,1576881.0,37222,739,7350
29866,2020-06-23,United Kingdom,281038,40070,1330.0,239638.0,882,94,8
29884,2020-06-24,Australia,7558,104,6931.0,523.0,37,1,7
29899,2020-06-24,Brazil,1195288,53955,660469.0,480864.0,41033,1104,32506
29959,2020-06-24,Israel,22132,314,16017.0,5801.0,487,3,67
29960,2020-06-24,Italy,239410,34644,186111.0,18655.0,577,-31,1526
30000,2020-06-24,New Zealand,1519,22,1484.0,13.0,3,0,1
30036,2020-06-24,South Africa,111796,2205,56874.0,52717.0,5688,103,1829
30056,2020-06-24,US,2384352,124446,656161.0,1603745.0,36232,755,8613
30060,2020-06-24,United Kingdom,281815,40157,1345.0,240313.0,777,87,15
30078,2020-06-25,Australia,7595,104,6958.0,533.0,37,0,27
30093,2020-06-25,Brazil,1236752,55135,679524.0,502093.0,41464,1180,19055
30153,2020-06-25,Israel,22648,318,16103.0,6227.0,516,4,86
30154,2020-06-25,Italy,239706,34678,186725.0,18303.0,296,34,614
30194,2020-06-25,New Zealand,1520,22,1484.0,14.0,1,0,0
30230,2020-06-25,South Africa,118375,2292,59974.0,56109.0,6579,87,3100
30250,2020-06-25,US,2424721,124994,663562.0,1636165.0,40369,548,7401
30254,2020-06-25,United Kingdom,282512,40256,1361.0,240895.0,697,99,16
30272,2020-06-26,Australia,7601,104,6960.0,537.0,6,0,2
30287,2020-06-26,Brazil,1281636,56128,702399.0,523109.0,44884,993,22875
30347,2020-06-26,Israel,23112,321,16239.0,6552.0,464,3,136
30348,2020-06-26,Italy,239961,34708,187615.0,17638.0,255,30,890
30388,2020-06-26,New Zealand,1522,22,1484.0,16.0,2,0,0
30424,2020-06-26,South Africa,124590,2340,64111.0,58139.0,6215,48,4137
30444,2020-06-26,US,2470931,125620,670809.0,1674502.0,46210,626,7247
30448,2020-06-26,United Kingdom,283151,40333,1363.0,241455.0,639,77,2
30466,2020-06-27,Australia,7686,104,6993.0,589.0,85,0,33
30481,2020-06-27,Brazil,1318556,57159,727715.0,533682.0,36920,1031,25316
30541,2020-06-27,Israel,23510,324,16287.0,6899.0,398,3,48
30542,2020-06-27,Italy,240136,34716,188584.0,16836.0,175,8,969
30582,2020-06-27,New Zealand,1526,22,1484.0,20.0,4,0,0
30618,2020-06-27,South Africa,131800,2413,67094.0,62293.0,7210,73,2983
30638,2020-06-27,US,2512668,126116,679308.0,1707244.0,41737,496,8499
30642,2020-06-27,United Kingdom,283785,40373,1364.0,242048.0,634,40,1
30660,2020-06-28,Australia,7764,104,7007.0,653.0,78,0,14
30675,2020-06-28,Brazil,1351439,57753,746018.0,547668.0,32883,594,18303
30735,2020-06-28,Israel,23895,326,16438.0,7131.0,385,2,151
30736,2020-06-28,Italy,240310,34738,188891.0,16681.0,174,22,307
30776,2020-06-28,New Zealand,1528,22,1484.0,22.0,2,0,0
30812,2020-06-28,South Africa,138134,2456,68925.0,66753.0,6334,43,1831
30832,2020-06-28,US,2554530,126437,685164.0,1742929.0,41862,321,5856
30836,2020-06-28,United Kingdom,284192,40404,1364.0,242424.0,407,31,0
30854,2020-06-29,Australia,7834,104,7037.0,693.0,70,0,30
30869,2020-06-29,Brazil,1372989,58475,757811.0,556703.0,21550,722,11793
30929,2020-06-29,Israel,24652,326,16595.0,7731.0,757,0,157
30930,2020-06-29,Italy,240436,34744,189196.0,16496.0,126,6,305
30970,2020-06-29,New Zealand,1528,22,1484.0,22.0,0,0,0
31006,2020-06-29,South Africa,144264,2529,70614.0,71121.0,6130,73,1689
31026,2020-06-29,US,2594172,126806,705203.0,1762163.0,39642,369,20039
31030,2020-06-29,United Kingdom,284812,40425,1368.0,243019.0,620,21,4
31048,2020-06-30,Australia,7920,104,7040.0,776.0,86,0,3
31063,2020-06-30,Brazil,1412669,59792,788318.0,564559.0,39680,1317,30507
31123,2020-06-30,Israel,25438,327,16735.0,8376.0,786,1,140
31124,2020-06-30,Italy,240578,34767,190248.0,15563.0,142,23,1052
31164,2020-06-30,New Zealand,1528,22,1484.0,22.0,0,0,0
31200,2020-06-30,South Africa,151209,2657,73543.0,75009.0,6945,128,2929
31220,2020-06-30,US,2642484,127365,720631.0,1794488.0,48312,559,15428
31224,2020-06-30,United Kingdom,285216,40479,1370.0,243367.0,404,54,2
31242,2020-07-01,Australia,8001,104,7090.0,807.0,81,0,50
31257,2020-07-01,Brazil,1459494,60878,817642.0,580974.0,46825,1086,29324
31317,2020-07-01,Israel,26410,330,16834.0,9246.0,972,3,99
31318,2020-07-01,Italy,240760,34788,190717.0,15255.0,182,21,469
31358,2020-07-01,New Zealand,1530,22,1490.0,18.0,2,0,6
31394,2020-07-01,South Africa,159333,2749,76025.0,80559.0,8124,92,2482
31414,2020-07-01,US,2694051,128063,729994.0,1835994.0,51567,698,9363
31418,2020-07-01,United Kingdom,285279,40576,1372.0,243331.0,63,97,2
31436,2020-07-02,Australia,8066,104,7130.0,832.0,65,0,40
31451,2020-07-02,Brazil,1503895,62137,957692.0,484066.0,44401,1259,140050
31511,2020-07-02,Israel,27556,331,16988.0,10237.0,1146,1,154
31512,2020-07-02,Italy,240961,34818,191083.0,15060.0,201,30,366
31552,2020-07-02,New Zealand,1530,22,1490.0,18.0,0,0,0
31588,2020-07-02,South Africa,168061,2844,81999.0,83218.0,8728,95,5974
31608,2020-07-02,US,2750399,128802,781970.0,1839627.0,56348,739,51976
31612,2020-07-02,United Kingdom,285285,40617,1373.0,243295.0,6,41,1
31630,2020-07-03,Australia,8260,104,7319.0,837.0,194,0,189
31645,2020-07-03,Brazil,1546935,63350,984615.0,498970.0,43040,1213,26923
31705,2020-07-03,Israel,28495,334,17096.0,11065.0,939,3,108
31706,2020-07-03,Italy,241184,34833,191467.0,14884.0,223,15,384
31746,2020-07-03,New Zealand,1530,22,1490.0,18.0,0,0,0
31782,2020-07-03,South Africa,177124,2952,86298.0,87874.0,9063,108,4299
31802,2020-07-03,US,2803019,129479,790404.0,1883136.0,52620,677,8434
31806,2020-07-03,United Kingdom,285787,40666,1375.0,243746.0,502,49,2
31824,2020-07-04,Australia,8443,104,7399.0,940.0,183,0,80
31839,2020-07-04,Brazil,1580502,64410,990731.0,525361.0,33567,1060,6116
31899,2020-07-04,Israel,29316,339,17171.0,11806.0,821,5,75
31900,2020-07-04,Italy,241419,34854,191944.0,14621.0,235,21,477
31940,2020-07-04,New Zealand,1533,22,1490.0,21.0,3,0,0
31976,2020-07-04,South Africa,187977,3026,91227.0,93724.0,10853,74,4929
31996,2020-07-04,US,2851965,129781,894325.0,1827859.0,48946,302,103921
32000,2020-07-04,United Kingdom,286412,40698,1375.0,244339.0,625,32,0
32018,2020-07-05,Australia,8583,106,7420.0,1057.0,140,2,21
32033,2020-07-05,Brazil,1605695,64968,1029045.0,511682.0,25193,558,38314
32093,2020-07-05,Israel,30147,341,17341.0,12465.0,831,2,170
32094,2020-07-05,Italy,241611,34861,192108.0,14642.0,192,7,164
32134,2020-07-05,New Zealand,1534,22,1490.0,22.0,1,0,0
32170,2020-07-05,South Africa,196750,3199,93315.0,100236.0,8773,173,2088
32190,2020-07-05,US,2902403,130103,906763.0,1865537.0,50438,322,12438
32194,2020-07-05,United Kingdom,286931,40717,1375.0,244839.0,519,19,0
32212,2020-07-06,Australia,8755,106,7455.0,1194.0,172,0,35
32227,2020-07-06,Brazil,1630149,65653,1062542.0,501954.0,24454,685,33497
32287,2020-07-06,Israel,31281,349,17525.0,13407.0,1134,8,184
32288,2020-07-06,Italy,241819,34869,192241.0,14709.0,208,8,133
32328,2020-07-06,New Zealand,1536,22,1492.0,22.0,2,0,2
32364,2020-07-06,South Africa,205721,3310,97848.0,104563.0,8971,111,4533
32384,2020-07-06,US,2945204,130474,924148.0,1890582.0,42801,371,17385
32388,2020-07-06,United Kingdom,287290,40728,1375.0,245187.0,359,11,0
32406,2020-07-07,Australia,8886,106,7487.0,1293.0,131,0,32
32421,2020-07-07,Brazil,1676848,66953,1107012.0,502883.0,46699,1300,44470
32481,2020-07-07,Israel,32671,354,17695.0,14622.0,1390,5,170
32482,2020-07-07,Italy,241956,34899,192815.0,14242.0,137,30,574
32522,2020-07-07,New Zealand,1537,22,1492.0,23.0,1,0,0
32558,2020-07-07,South Africa,215855,3502,102299.0,110054.0,10134,192,4451
32578,2020-07-07,US,3004062,131616,936476.0,1935970.0,58858,1142,12328
32582,2020-07-07,United Kingdom,287874,40782,1375.0,245717.0,584,54,0
32600,2020-07-08,Australia,9056,106,7573.0,1377.0,170,0,86
32615,2020-07-08,Brazil,1722098,68126,1139844.0,514128.0,45250,1173,32832
32675,2020-07-08,Israel,33998,359,17912.0,15727.0,1327,5,217
32676,2020-07-08,Italy,242149,34914,193640.0,13595.0,193,15,825
32716,2020-07-08,New Zealand,1540,22,1494.0,24.0,3,0,2
32752,2020-07-08,South Africa,224665,3602,106842.0,114221.0,8810,100,4543
32772,2020-07-08,US,3063785,132457,953462.0,1977866.0,59723,841,16986
32776,2020-07-08,United Kingdom,288511,40839,1378.0,246294.0,637,57,3
32794,2020-07-09,Australia,9374,106,7576.0,1692.0,318,0,3
32809,2020-07-09,Brazil,1765060,69348,1171447.0,524265.0,42962,1222,31603
32869,2020-07-09,Israel,35523,364,18139.0,17020.0,1525,5,227
32870,2020-07-09,Italy,242363,34926,193978.0,13459.0,214,12,338
32910,2020-07-09,New Zealand,1542,22,1497.0,23.0,2,0,3
32946,2020-07-09,South Africa,238339,3720,113061.0,121558.0,13674,118,6219
32966,2020-07-09,US,3124660,133488,969111.0,2022061.0,60875,1031,15649
32970,2020-07-09,United Kingdom,289154,40870,1378.0,246906.0,643,31,0
32988,2020-07-10,Australia,9553,107,7733.0,1713.0,179,1,157
33003,2020-07-10,Brazil,1809371,70646,1217361.0,521364.0,44311,1298,45914
33063,2020-07-10,Israel,36932,368,18352.0,18212.0,1409,4,213
33064,2020-07-10,Italy,242639,34938,194273.0,13428.0,276,12,295
33104,2020-07-10,New Zealand,1543,22,1497.0,24.0,1,0,0
33140,2020-07-10,South Africa,250687,3860,118232.0,128595.0,12348,140,5171
33160,2020-07-10,US,3192438,134304,983185.0,2074949.0,67778,816,14074
33164,2020-07-10,United Kingdom,289678,40904,1378.0,247396.0,524,34,0
33182,2020-07-11,Australia,9797,108,7727.0,1962.0,244,1,-6
33197,2020-07-11,Brazil,1844318,71578,1244088.0,528652.0,34947,932,26727
33257,2020-07-11,Israel,38100,373,18543.0,19184.0,1168,5,191
33258,2020-07-11,Italy,242827,34945,194579.0,13303.0,188,7,306
33298,2020-07-11,New Zealand,1544,22,1497.0,25.0,1,0,0
33334,2020-07-11,South Africa,264184,3971,127715.0,132498.0,13497,111,9483
33354,2020-07-11,US,3253809,135058,995576.0,2123175.0,61371,754,12391
33358,2020-07-11,United Kingdom,290504,40921,1378.0,248205.0,826,17,0
33376,2020-07-12,Australia,9980,108,7769.0,2103.0,183,0,42
33391,2020-07-12,Brazil,1867976,72195,1264843.0,530938.0,23658,617,20755
33451,2020-07-12,Israel,39338,380,18885.0,20073.0,1238,7,342
33452,2020-07-12,Italy,243061,34954,194928.0,13179.0,234,9,349
33492,2020-07-12,New Zealand,1544,22,1497.0,25.0,0,0,0
33528,2020-07-12,South Africa,276242,4079,134874.0,137289.0,12058,108,7159
33548,2020-07-12,US,3314493,135531,1006326.0,2172636.0,60684,473,10750
33552,2020-07-12,United Kingdom,291154,40930,1378.0,248846.0,650,9,0
33570,2020-07-13,Australia,10251,108,7835.0,2308.0,271,0,66
33585,2020-07-13,Brazil,1890869,73030,1291251.0,526588.0,22893,835,26408
33645,2020-07-13,Israel,41058,384,19248.0,21426.0,1720,4,363
33646,2020-07-13,Italy,243230,34967,195106.0,13157.0,169,13,178
33686,2020-07-13,New Zealand,1545,22,1498.0,25.0,1,0,1
33722,2020-07-13,South Africa,287796,4172,138241.0,145383.0,11554,93,3367
33742,2020-07-13,US,3372052,135966,1031939.0,2204147.0,57559,435,25613
33746,2020-07-13,United Kingdom,291691,40940,1384.0,249367.0,537,10,6
33764,2020-07-14,Australia,10487,111,7928.0,2448.0,236,3,93
33779,2020-07-14,Brazil,1933791,74324,1323425.0,536042.0,42922,1294,32174
33839,2020-07-14,Israel,42662,391,19562.0,22709.0,1604,7,314
33840,2020-07-14,Italy,243344,34984,195441.0,12919.0,114,17,335
33880,2020-07-14,New Zealand,1547,22,1498.0,27.0,2,0,0
33916,2020-07-14,South Africa,298292,4346,146279.0,147667.0,10496,174,8038
33936,2020-07-14,US,3438491,136862,1049098.0,2252531.0,66439,896,17159
33940,2020-07-14,United Kingdom,292931,40984,1385.0,250562.0,1240,44,1
33958,2020-07-15,Australia,10810,113,8035.0,2662.0,323,2,107
33973,2020-07-15,Brazil,1973933,75604,1350098.0,548231.0,40142,1280,26673
34033,2020-07-15,Israel,44539,397,19922.0,24220.0,1877,6,360
34034,2020-07-15,Italy,243506,34997,196016.0,12493.0,162,13,575
34074,2020-07-15,New Zealand,1548,22,1499.0,27.0,1,0,1
34110,2020-07-15,South Africa,311049,4453,160693.0,145903.0,12757,107,14414
34130,2020-07-15,US,3506457,137827,1075882.0,2292748.0,67966,965,26784
34134,2020-07-15,United Kingdom,293469,41010,1386.0,251073.0,538,26,1
34152,2020-07-16,Australia,11233,116,8114.0,3003.0,423,3,79
34167,2020-07-16,Brazil,2017616,76903,1397531.0,543182.0,43683,1299,47433
34227,2020-07-16,Israel,46478,406,20424.0,25648.0,1939,9,502
34228,2020-07-16,Italy,243736,35017,196246.0,12473.0,230,20,230
34268,2020-07-16,New Zealand,1549,22,1506.0,21.0,1,0,7
34304,2020-07-16,South Africa,324221,4669,165591.0,153961.0,13172,216,4898
34324,2020-07-16,US,3582496,138788,1090645.0,2353063.0,76039,961,14763
34328,2020-07-16,United Kingdom,294116,41034,1403.0,251679.0,647,24,17
34346,2020-07-17,Australia,11441,118,8162.0,3161.0,208,2,48
34361,2020-07-17,Brazil,2052234,78026,1428520.0,545688.0,34618,1123,30989
