Country/Region,Code,Date,people_fully_vaccinated_per_hundred,people_not_vaccinated_per_hundred,145609-annotations
Afghanistan,AFG,5/11/2021,0.14,99.86,
Afghanistan,AFG,5/20/2021,0.19,99.81,
Afghanistan,AFG,5/24/2021,0.24,99.76,
Afghanistan,AFG,5/26/2021,0.28,99.72,
Afghanistan,AFG,5/27/2021,0.29,99.71,
Afghanistan,AFG,5/30/2021,0.3,99.7,
Afghanistan,AFG,6/2/2021,0.36,99.64,
Afghanistan,AFG,6/3/2021,0.37,99.63,
Afghanistan,AFG,6/8/2021,0.4,99.6,
Afghanistan,AFG,6/14/2021,0.44,99.56,
Afghanistan,AFG,6/22/2021,0.46,99.54,
Afghanistan,AFG,6/27/2021,0.47,99.53,
Afghanistan,AFG,6/30/2021,0.47,99.53,
Afghanistan,AFG,7/5/2021,0.48,99.52,
Afghanistan,AFG,7/7/2021,0.5,99.5,
Afghanistan,AFG,7/11/2021,0.55,99.45,
Afghanistan,AFG,8/20/2021,1.08,98.92,
Afghanistan,AFG,11/14/2021,8,92,
Afghanistan,AFG,11/20/2021,8.67,91.33,
Afghanistan,AFG,11/27/2021,8.95,91.05,
Africa,,2/3/2021,0,100,
Africa,,2/4/2021,0,100,
Africa,,2/5/2021,0,100,
Africa,,2/6/2021,0,100,
Africa,,2/8/2021,0,100,
Africa,,2/9/2021,0,100,
Africa,,2/10/2021,0,100,
Africa,,2/11/2021,0,100,
Africa,,2/12/2021,0,100,
Africa,,2/13/2021,0,100,
Africa,,2/15/2021,0,100,
Africa,,2/16/2021,0,100,
Africa,,2/17/2021,0,100,
Africa,,2/18/2021,0,100,
Africa,,2/19/2021,0,100,
Africa,,2/20/2021,0,100,
Africa,,2/21/2021,0,100,
Africa,,2/22/2021,0,100,
Africa,,2/23/2021,0.01,99.99,
Africa,,2/24/2021,0.01,99.99,
Africa,,2/25/2021,0.01,99.99,
Africa,,2/26/2021,0.01,99.99,
Africa,,2/27/2021,0.02,99.98,
Africa,,2/28/2021,0.02,99.98,
Africa,,3/1/2021,0.02,99.98,
Africa,,3/2/2021,0.03,99.97,
Africa,,3/3/2021,0.03,99.97,
Africa,,3/4/2021,0.04,99.96,
Africa,,3/5/2021,0.05,99.95,
Africa,,3/6/2021,0.05,99.95,
Africa,,3/7/2021,0.05,99.95,
Africa,,3/8/2021,0.06,99.94,
Africa,,3/9/2021,0.06,99.94,
Africa,,3/10/2021,0.07,99.93,
Africa,,3/11/2021,0.08,99.92,
Africa,,3/12/2021,0.1,99.9,
Africa,,3/13/2021,0.12,99.88,
Africa,,3/14/2021,0.12,99.88,
Africa,,3/15/2021,0.14,99.86,
Africa,,3/16/2021,0.16,99.84,
Africa,,3/17/2021,0.17,99.83,
Africa,,3/18/2021,0.17,99.83,
Africa,,3/19/2021,0.19,99.81,
Africa,,3/20/2021,0.19,99.81,
Africa,,3/21/2021,0.19,99.81,
Africa,,3/22/2021,0.2,99.8,
Africa,,3/23/2021,0.21,99.79,
Africa,,3/24/2021,0.22,99.78,
Africa,,3/25/2021,0.24,99.76,
Africa,,3/26/2021,0.26,99.74,
Africa,,3/27/2021,0.26,99.74,
Africa,,3/28/2021,0.26,99.74,
Africa,,3/29/2021,0.27,99.73,
Africa,,3/30/2021,0.28,99.72,
Africa,,3/31/2021,0.29,99.71,
Africa,,4/1/2021,0.3,99.7,
Africa,,4/2/2021,0.3,99.7,
Africa,,4/3/2021,0.31,99.69,
Africa,,4/4/2021,0.31,99.69,
Africa,,4/5/2021,0.31,99.69,
Africa,,4/6/2021,0.32,99.68,
Africa,,4/7/2021,0.32,99.68,
Africa,,4/8/2021,0.32,99.68,
Africa,,4/9/2021,0.33,99.67,
Africa,,4/10/2021,0.33,99.67,
Africa,,4/11/2021,0.33,99.67,
Africa,,4/12/2021,0.33,99.67,
Africa,,4/13/2021,0.33,99.67,
Africa,,4/14/2021,0.33,99.67,
Africa,,4/15/2021,0.33,99.67,
Africa,,4/16/2021,0.33,99.67,
Africa,,4/17/2021,0.34,99.66,
Africa,,4/18/2021,0.34,99.66,
Africa,,4/19/2021,0.34,99.66,
Africa,,4/20/2021,0.34,99.66,
Africa,,4/21/2021,0.34,99.66,
Africa,,4/22/2021,0.34,99.66,
Africa,,4/23/2021,0.34,99.66,
Africa,,4/24/2021,0.34,99.66,
Africa,,4/25/2021,0.35,99.65,
Africa,,4/26/2021,0.35,99.65,
Africa,,4/27/2021,0.35,99.65,
Africa,,4/28/2021,0.35,99.65,
Africa,,4/29/2021,0.35,99.65,
Africa,,4/30/2021,0.36,99.64,
Africa,,5/1/2021,0.36,99.64,
Africa,,5/2/2021,0.36,99.64,
Africa,,5/3/2021,0.36,99.64,
Africa,,5/4/2021,0.37,99.63,
Africa,,5/5/2021,0.37,99.63,
Africa,,5/6/2021,0.37,99.63,
Africa,,5/7/2021,0.38,99.62,
Africa,,5/8/2021,0.38,99.62,
Africa,,5/9/2021,0.4,99.6,
Africa,,5/10/2021,0.4,99.6,
Africa,,5/11/2021,0.41,99.59,
Africa,,5/12/2021,0.42,99.58,
Africa,,5/13/2021,0.42,99.58,
Africa,,5/14/2021,0.43,99.57,
Africa,,5/15/2021,0.43,99.57,
Africa,,5/16/2021,0.43,99.57,
Africa,,5/17/2021,0.44,99.56,
Africa,,5/18/2021,0.45,99.55,
Africa,,5/19/2021,0.46,99.54,
Africa,,5/20/2021,0.46,99.54,
Africa,,5/21/2021,0.48,99.52,
Africa,,5/22/2021,0.49,99.51,
Africa,,5/23/2021,0.49,99.51,
Africa,,5/24/2021,0.5,99.5,
Africa,,5/25/2021,0.51,99.49,
Africa,,5/26/2021,0.52,99.48,
Africa,,5/27/2021,0.52,99.48,
Africa,,5/28/2021,0.52,99.48,
Africa,,5/29/2021,0.53,99.47,
Africa,,5/30/2021,0.53,99.47,
Africa,,5/31/2021,0.61,99.39,
Africa,,6/1/2021,0.63,99.37,
Africa,,6/2/2021,0.64,99.36,
Africa,,6/3/2021,0.65,99.35,
Africa,,6/4/2021,0.66,99.34,
Africa,,6/5/2021,0.67,99.33,
Africa,,6/6/2021,0.68,99.32,
Africa,,6/7/2021,0.7,99.3,
Africa,,6/8/2021,0.74,99.26,
Africa,,6/9/2021,0.78,99.22,
Africa,,6/10/2021,0.8,99.2,
Africa,,6/11/2021,0.82,99.18,
Africa,,6/12/2021,0.83,99.17,
Africa,,6/13/2021,0.83,99.17,
Africa,,6/14/2021,0.86,99.14,
Africa,,6/15/2021,0.91,99.09,
Africa,,6/16/2021,0.93,99.07,
Africa,,6/17/2021,0.94,99.06,
Africa,,6/18/2021,0.96,99.04,
Africa,,6/19/2021,0.97,99.03,
Africa,,6/20/2021,0.98,99.02,
Africa,,6/21/2021,1,99,
Africa,,6/22/2021,1.01,98.99,
Africa,,6/23/2021,1.02,98.98,
Africa,,6/24/2021,1.06,98.94,
Africa,,6/25/2021,1.07,98.93,
Africa,,6/26/2021,1.08,98.92,
Africa,,6/27/2021,1.09,98.91,
Africa,,6/28/2021,1.12,98.88,
Africa,,6/29/2021,1.12,98.88,
Africa,,6/30/2021,1.14,98.86,
Africa,,7/1/2021,1.15,98.85,
Africa,,7/2/2021,1.15,98.85,
Africa,,7/3/2021,1.16,98.84,
Africa,,7/4/2021,1.17,98.83,
Africa,,7/5/2021,1.2,98.8,
Africa,,7/6/2021,1.21,98.79,
Africa,,7/7/2021,1.21,98.79,
Africa,,7/8/2021,1.28,98.72,
Africa,,7/9/2021,1.28,98.72,
Africa,,7/10/2021,1.29,98.71,
Africa,,7/11/2021,1.29,98.71,
Africa,,7/12/2021,1.35,98.65,
Africa,,7/13/2021,1.37,98.63,
Africa,,7/14/2021,1.38,98.62,
Africa,,7/15/2021,1.41,98.59,
Africa,,7/16/2021,1.41,98.59,
Africa,,7/17/2021,1.41,98.59,
Africa,,7/18/2021,1.42,98.58,
Africa,,7/19/2021,1.46,98.54,
Africa,,7/20/2021,1.47,98.53,
Africa,,7/21/2021,1.47,98.53,
Africa,,7/22/2021,1.51,98.49,
Africa,,7/23/2021,1.52,98.48,
Africa,,7/24/2021,1.52,98.48,
Africa,,7/25/2021,1.55,98.45,
Africa,,7/26/2021,1.56,98.44,
Africa,,7/27/2021,1.59,98.41,
Africa,,7/28/2021,1.6,98.4,
Africa,,7/29/2021,1.64,98.36,
Africa,,7/30/2021,1.65,98.35,
Africa,,7/31/2021,1.65,98.35,
Africa,,8/1/2021,1.66,98.34,
Africa,,8/2/2021,1.69,98.31,
Africa,,8/3/2021,1.74,98.26,
Africa,,8/4/2021,1.74,98.26,
Africa,,8/5/2021,1.78,98.22,
Africa,,8/6/2021,1.79,98.21,
Africa,,8/7/2021,1.83,98.17,
Africa,,8/8/2021,1.86,98.14,
Africa,,8/9/2021,1.89,98.11,
Africa,,8/10/2021,1.92,98.08,
Africa,,8/11/2021,1.93,98.07,
Africa,,8/12/2021,1.97,98.03,
Africa,,8/13/2021,1.99,98.01,
Africa,,8/14/2021,2,98,
Africa,,8/15/2021,2.01,97.99,
Africa,,8/16/2021,2.09,97.91,
Africa,,8/17/2021,2.12,97.88,
Africa,,8/18/2021,2.18,97.82,
Africa,,8/19/2021,2.24,97.76,
Africa,,8/20/2021,2.34,97.66,
Africa,,8/21/2021,2.35,97.65,
Africa,,8/22/2021,2.37,97.63,
Africa,,8/23/2021,2.41,97.59,
Africa,,8/24/2021,2.46,97.54,
Africa,,8/25/2021,2.54,97.46,
Africa,,8/26/2021,2.54,97.46,
Africa,,8/27/2021,2.65,97.35,
Africa,,8/28/2021,2.66,97.34,
Africa,,8/29/2021,2.72,97.28,
Africa,,8/30/2021,2.74,97.26,
Africa,,8/31/2021,2.79,97.21,
Africa,,9/1/2021,2.86,97.14,
Africa,,9/2/2021,2.87,97.13,
Africa,,9/3/2021,2.89,97.11,
Africa,,9/4/2021,3.08,96.92,
Africa,,9/5/2021,3.14,96.86,
Africa,,9/6/2021,3.19,96.81,
Africa,,9/7/2021,3.22,96.78,
Africa,,9/8/2021,3.25,96.75,
Africa,,9/9/2021,3.3,96.7,
Africa,,9/10/2021,3.36,96.64,
Africa,,9/11/2021,3.4,96.6,
Africa,,9/12/2021,3.42,96.58,
Africa,,9/13/2021,3.47,96.53,
Africa,,9/14/2021,3.61,96.39,
Africa,,9/15/2021,3.67,96.33,
Africa,,9/16/2021,3.74,96.26,
Africa,,9/17/2021,3.75,96.25,
Africa,,9/18/2021,3.78,96.22,
Africa,,9/19/2021,3.86,96.14,
Africa,,9/20/2021,3.92,96.08,
Africa,,9/21/2021,3.94,96.06,
Africa,,9/22/2021,4.02,95.98,
Africa,,9/23/2021,4.05,95.95,
Africa,,9/24/2021,4.05,95.95,
Africa,,9/25/2021,4.17,95.83,
Africa,,9/26/2021,4.2,95.8,
Africa,,9/27/2021,4.35,95.65,
Africa,,9/28/2021,4.39,95.61,
Africa,,9/29/2021,4.41,95.59,
Africa,,9/30/2021,4.45,95.55,
Africa,,10/1/2021,4.46,95.54,
Africa,,10/2/2021,4.5,95.5,
Africa,,10/3/2021,4.53,95.47,
Africa,,10/4/2021,4.53,95.47,
Africa,,10/5/2021,4.56,95.44,
Africa,,10/6/2021,4.6,95.4,
Africa,,10/7/2021,4.63,95.37,
Africa,,10/8/2021,4.72,95.28,
Africa,,10/9/2021,4.79,95.21,
Africa,,10/10/2021,4.81,95.19,
Africa,,10/11/2021,4.83,95.17,
Africa,,10/12/2021,4.85,95.15,
Africa,,10/13/2021,4.92,95.08,
Africa,,10/14/2021,4.95,95.05,
Africa,,10/15/2021,5.01,94.99,
Africa,,10/16/2021,5.01,94.99,
Africa,,10/17/2021,5.14,94.86,
Africa,,10/18/2021,5.19,94.81,
Africa,,10/19/2021,5.23,94.77,
Africa,,10/20/2021,5.25,94.75,
Africa,,10/21/2021,5.3,94.7,
Africa,,10/22/2021,5.32,94.68,
Africa,,10/23/2021,5.41,94.59,
Africa,,10/24/2021,5.51,94.49,
Africa,,10/25/2021,5.53,94.47,
Africa,,10/26/2021,5.58,94.42,
Africa,,10/27/2021,5.6,94.4,
Africa,,10/28/2021,5.64,94.36,
Africa,,10/29/2021,5.87,94.13,
Africa,,10/30/2021,5.92,94.08,
Africa,,10/31/2021,5.97,94.03,
Africa,,11/1/2021,6.02,93.98,
Africa,,11/2/2021,6.07,93.93,
Africa,,11/3/2021,6.09,93.91,
Africa,,11/4/2021,6.15,93.85,
Africa,,11/5/2021,6.16,93.84,
Africa,,11/6/2021,6.23,93.77,
Africa,,11/7/2021,6.25,93.75,
Africa,,11/8/2021,6.27,93.73,
Africa,,11/9/2021,6.29,93.71,
Africa,,11/10/2021,6.45,93.55,
Africa,,11/11/2021,6.49,93.51,
Africa,,11/12/2021,6.5,93.5,
Africa,,11/13/2021,6.57,93.43,
Africa,,11/14/2021,6.62,93.38,
Africa,,11/15/2021,6.67,93.33,
Africa,,11/16/2021,6.68,93.32,
Africa,,11/17/2021,6.72,93.28,
Africa,,11/18/2021,6.84,93.16,
Africa,,11/19/2021,6.85,93.15,
Africa,,11/20/2021,6.88,93.12,
Africa,,11/21/2021,6.95,93.05,
Africa,,11/22/2021,7.01,92.99,
Africa,,11/23/2021,7.04,92.96,
Africa,,11/24/2021,7.13,92.87,
Africa,,11/25/2021,7.14,92.86,
Africa,,11/26/2021,7.17,92.83,
Africa,,11/27/2021,7.17,92.83,
Africa,,11/28/2021,7.27,92.73,
Africa,,11/29/2021,7.34,92.66,
Africa,,11/30/2021,7.38,92.62,
Africa,,12/1/2021,7.39,92.61,
Africa,,12/2/2021,7.5,92.5,
Africa,,12/3/2021,7.55,92.45,
Africa,,12/4/2021,7.64,92.36,
Africa,,12/5/2021,7.66,92.34,
Africa,,12/6/2021,7.73,92.27,
Africa,,12/7/2021,7.74,92.26,
Africa,,12/8/2021,7.82,92.18,
Africa,,12/9/2021,7.93,92.07,
Africa,,12/10/2021,7.96,92.04,
Africa,,12/11/2021,8.03,91.97,
Africa,,12/12/2021,8.06,91.94,
Africa,,12/13/2021,8.1,91.9,
Africa,,12/14/2021,8.17,91.83,
Africa,,12/15/2021,8.37,91.63,
Africa,,12/16/2021,8.4,91.6,
Africa,,12/17/2021,8.41,91.59,
Africa,,12/18/2021,8.48,91.52,
Africa,,12/19/2021,8.5,91.5,
Africa,,12/20/2021,8.61,91.39,
Africa,,12/21/2021,8.63,91.37,
Africa,,12/22/2021,8.68,91.32,
Africa,,12/23/2021,8.83,91.17,
Africa,,12/24/2021,8.92,91.08,
Africa,,12/25/2021,8.93,91.07,
Africa,,12/26/2021,8.98,91.02,
Africa,,12/27/2021,9.01,90.99,
Africa,,12/28/2021,9.04,90.96,
Africa,,12/29/2021,9.05,90.95,
Albania,ALB,2/2/2021,0,100,
Albania,ALB,2/9/2021,0.02,99.98,
Albania,ALB,2/17/2021,0.02,99.98,
Albania,ALB,2/18/2021,0.02,99.98,
Albania,ALB,2/22/2021,0.02,99.98,
Albania,ALB,5/11/2021,6.32,93.68,
Albania,ALB,5/12/2021,6.54,93.46,
Albania,ALB,5/13/2021,6.72,93.28,
Albania,ALB,5/14/2021,7.13,92.87,
Albania,ALB,5/17/2021,7.77,92.23,
Albania,ALB,5/18/2021,7.96,92.04,
Albania,ALB,5/19/2021,8.16,91.84,
Albania,ALB,5/20/2021,8.27,91.73,
Albania,ALB,5/21/2021,8.34,91.66,
Albania,ALB,5/23/2021,8.49,91.51,
Albania,ALB,5/24/2021,8.7,91.3,
Albania,ALB,5/26/2021,9.37,90.63,
Albania,ALB,5/27/2021,9.65,90.35,
Albania,ALB,5/30/2021,9.99,90.01,
Albania,ALB,5/31/2021,10.11,89.89,
Albania,ALB,6/1/2021,10.21,89.79,
Albania,ALB,6/3/2021,10.35,89.65,
Albania,ALB,6/6/2021,10.65,89.35,
Albania,ALB,6/7/2021,10.8,89.2,
Albania,ALB,6/8/2021,10.98,89.02,
Albania,ALB,6/9/2021,11.16,88.84,
Albania,ALB,6/10/2021,11.3,88.7,
Albania,ALB,6/11/2021,11.44,88.56,
Albania,ALB,6/12/2021,11.53,88.47,
Albania,ALB,6/13/2021,11.56,88.44,
Albania,ALB,6/14/2021,11.65,88.35,
Albania,ALB,6/15/2021,11.85,88.15,
Albania,ALB,6/16/2021,12.01,87.99,
Albania,ALB,6/17/2021,12.23,87.77,
Albania,ALB,6/20/2021,12.71,87.29,
Albania,ALB,6/21/2021,12.89,87.11,
Albania,ALB,6/22/2021,13.07,86.93,
Albania,ALB,6/23/2021,13.25,86.75,
Albania,ALB,6/24/2021,13.43,86.57,
Albania,ALB,6/28/2021,13.79,86.21,
Albania,ALB,6/29/2021,13.9,86.1,
Albania,ALB,6/30/2021,14.05,85.95,
Albania,ALB,7/1/2021,14.18,85.82,
Albania,ALB,7/2/2021,14.35,85.65,
Albania,ALB,7/4/2021,14.51,85.49,
Albania,ALB,7/5/2021,14.62,85.38,
Albania,ALB,7/6/2021,14.73,85.27,
Albania,ALB,7/7/2021,14.83,85.17,
Albania,ALB,7/8/2021,14.94,85.06,
Albania,ALB,7/9/2021,15.03,84.97,
Albania,ALB,7/10/2021,15.11,84.89,
Albania,ALB,7/11/2021,15.14,84.86,
Albania,ALB,7/12/2021,15.27,84.73,
Albania,ALB,7/13/2021,15.43,84.57,
Albania,ALB,7/14/2021,15.62,84.38,
Albania,ALB,7/15/2021,15.84,84.16,
Albania,ALB,7/16/2021,16.03,83.97,
Albania,ALB,7/17/2021,16.2,83.8,
Albania,ALB,7/18/2021,16.25,83.75,
Albania,ALB,7/20/2021,16.46,83.54,
Albania,ALB,7/21/2021,16.67,83.33,
Albania,ALB,7/22/2021,16.89,83.11,
Albania,ALB,7/25/2021,17.36,82.64,
Albania,ALB,7/29/2021,18.07,81.93,
Albania,ALB,7/30/2021,18.28,81.72,
Albania,ALB,7/31/2021,18.4,81.6,
Albania,ALB,8/1/2021,18.46,81.54,
Albania,ALB,8/2/2021,18.62,81.38,
Albania,ALB,8/3/2021,18.75,81.25,
Albania,ALB,8/4/2021,18.85,81.15,
Albania,ALB,8/5/2021,18.97,81.03,
Albania,ALB,8/8/2021,19.27,80.73,
Albania,ALB,8/10/2021,19.49,80.51,
Albania,ALB,8/13/2021,19.75,80.25,
Albania,ALB,8/15/2021,19.85,80.15,
Albania,ALB,8/16/2021,19.94,80.06,
Albania,ALB,8/17/2021,20.03,79.97,
Albania,ALB,8/19/2021,20.23,79.77,
Albania,ALB,8/21/2021,20.45,79.55,
Albania,ALB,8/22/2021,20.51,79.49,
Albania,ALB,8/23/2021,20.68,79.32,
Albania,ALB,8/24/2021,20.85,79.15,
Albania,ALB,8/25/2021,21,79,
Albania,ALB,8/26/2021,21.18,78.82,
Albania,ALB,8/27/2021,21.42,78.58,
Albania,ALB,8/29/2021,21.78,78.22,
Albania,ALB,8/30/2021,22.06,77.94,
Albania,ALB,8/31/2021,22.34,77.66,
Albania,ALB,9/1/2021,22.58,77.42,
Albania,ALB,9/2/2021,22.82,77.18,
Albania,ALB,9/6/2021,23.46,76.54,
Albania,ALB,9/7/2021,23.72,76.28,
Albania,ALB,9/8/2021,23.94,76.06,
Albania,ALB,9/9/2021,24.14,75.86,
Albania,ALB,9/10/2021,24.32,75.68,
Albania,ALB,9/11/2021,24.46,75.54,
Albania,ALB,9/12/2021,24.53,75.47,
Albania,ALB,9/13/2021,24.69,75.31,
Albania,ALB,9/14/2021,24.84,75.16,
Albania,ALB,9/15/2021,24.97,75.03,
Albania,ALB,9/16/2021,25.12,74.88,
Albania,ALB,9/17/2021,25.26,74.74,
Albania,ALB,9/19/2021,25.46,74.54,
Albania,ALB,9/20/2021,25.64,74.36,
Albania,ALB,9/21/2021,25.82,74.18,
Albania,ALB,9/22/2021,26.02,73.98,
Albania,ALB,9/23/2021,26.25,73.75,
Albania,ALB,9/24/2021,26.49,73.51,
Albania,ALB,9/27/2021,27.02,72.98,
Albania,ALB,9/28/2021,27.24,72.76,
Albania,ALB,9/29/2021,27.45,72.55,
Albania,ALB,9/30/2021,27.67,72.33,
Albania,ALB,10/1/2021,27.87,72.13,
Albania,ALB,10/2/2021,28.03,71.97,
Albania,ALB,10/4/2021,28.26,71.74,
Albania,ALB,10/5/2021,28.42,71.58,
Albania,ALB,10/6/2021,28.58,71.42,
Albania,ALB,10/7/2021,28.72,71.28,
Albania,ALB,10/8/2021,28.85,71.15,
Albania,ALB,10/9/2021,29,71,
Albania,ALB,10/11/2021,29.05,70.95,
Albania,ALB,10/12/2021,29.32,70.68,
Albania,ALB,10/13/2021,29.44,70.56,
Albania,ALB,10/17/2021,29.84,70.16,
Albania,ALB,10/18/2021,29.94,70.06,
Albania,ALB,10/19/2021,30.05,69.95,
Albania,ALB,10/20/2021,30.15,69.85,
Albania,ALB,10/21/2021,30.25,69.75,
Albania,ALB,10/22/2021,30.33,69.67,
Albania,ALB,10/24/2021,30.48,69.52,
Albania,ALB,10/25/2021,30.57,69.43,
Albania,ALB,10/27/2021,30.75,69.25,
Albania,ALB,10/28/2021,30.83,69.17,
Albania,ALB,10/29/2021,30.9,69.1,
Albania,ALB,11/1/2021,31.04,68.96,
Albania,ALB,11/3/2021,31.28,68.72,
Albania,ALB,11/6/2021,31.5,68.5,
Albania,ALB,11/7/2021,31.53,68.47,
Albania,ALB,11/9/2021,31.7,68.3,
Albania,ALB,11/10/2021,31.8,68.2,
Albania,ALB,11/11/2021,31.9,68.1,
Albania,ALB,11/14/2021,32.17,67.83,
Albania,ALB,11/16/2021,32.39,67.61,
Albania,ALB,11/17/2021,32.5,67.5,
Albania,ALB,11/18/2021,32.6,67.4,
Albania,ALB,11/21/2021,32.82,67.18,
Albania,ALB,11/24/2021,33.11,66.89,
Albania,ALB,11/25/2021,33.19,66.81,
Albania,ALB,11/28/2021,33.4,66.6,
Albania,ALB,11/30/2021,33.45,66.55,
Albania,ALB,12/1/2021,33.62,66.38,
Albania,ALB,12/3/2021,33.83,66.17,
Albania,ALB,12/5/2021,33.96,66.04,
Albania,ALB,12/6/2021,34.05,65.95,
Albania,ALB,12/7/2021,34.15,65.85,
Albania,ALB,12/8/2021,34.2,65.8,
Albania,ALB,12/12/2021,34.54,65.46,
Albania,ALB,12/13/2021,34.65,65.35,
Albania,ALB,12/14/2021,34.75,65.25,
Albania,ALB,12/15/2021,34.85,65.15,
Albania,ALB,12/18/2021,35.1,64.9,
Albania,ALB,12/21/2021,35.29,64.71,
Albania,ALB,12/23/2021,35.45,64.55,
Albania,ALB,12/28/2021,35.89,64.11,
Algeria,DZA,8/20/2021,1.62,98.38,
Algeria,DZA,9/4/2021,6.72,93.28,
Algeria,DZA,9/25/2021,9.04,90.96,
Algeria,DZA,10/24/2021,10.65,89.35,
Algeria,DZA,10/27/2021,10.75,89.25,
Algeria,DZA,10/30/2021,10.79,89.21,
Algeria,DZA,11/2/2021,10.92,89.08,
Algeria,DZA,11/8/2021,10.98,89.02,
Algeria,DZA,11/13/2021,11.05,88.95,
Algeria,DZA,11/21/2021,11.88,88.12,
Algeria,DZA,11/22/2021,11.91,88.09,
Algeria,DZA,11/25/2021,11.97,88.03,
Algeria,DZA,11/29/2021,12.06,87.94,
Algeria,DZA,11/30/2021,12.08,87.92,
Algeria,DZA,12/14/2021,12.45,87.55,
Algeria,DZA,12/21/2021,12.57,87.43,
Andorra,AND,3/8/2021,1.52,98.48,
Andorra,AND,3/10/2021,1.63,98.37,
Andorra,AND,3/15/2021,1.64,98.36,
Andorra,AND,4/5/2021,5.8,94.2,
Andorra,AND,4/19/2021,6.05,93.95,
Andorra,AND,4/26/2021,6.05,93.95,
Andorra,AND,5/3/2021,6.07,93.93,
Andorra,AND,5/10/2021,6.08,93.92,
Andorra,AND,5/17/2021,6.08,93.92,
Andorra,AND,5/31/2021,10.73,89.27,
Andorra,AND,6/7/2021,14.14,85.86,
Andorra,AND,6/14/2021,21.22,78.78,
Andorra,AND,6/21/2021,31.8,68.2,
Andorra,AND,6/28/2021,34.4,65.6,
Andorra,AND,7/12/2021,34.92,65.08,
Andorra,AND,7/19/2021,43.83,56.17,
Andorra,AND,8/1/2021,45.99,54.01,
Andorra,AND,8/15/2021,52.51,47.49,
Andorra,AND,8/29/2021,55.6,44.4,
Andorra,AND,9/26/2021,61.69,38.31,
Andorra,AND,10/3/2021,62.45,37.55,
Andorra,AND,10/31/2021,64.04,35.96,
Andorra,AND,12/5/2021,65.07,34.93,
Andorra,AND,12/12/2021,65.35,34.65,
Angola,AGO,5/12/2021,0.12,99.88,
Angola,AGO,5/18/2021,0.22,99.78,
Angola,AGO,5/21/2021,0.37,99.63,
Angola,AGO,5/26/2021,0.58,99.42,
Angola,AGO,5/31/2021,0.68,99.32,
Angola,AGO,6/8/2021,1.11,98.89,
Angola,AGO,6/10/2021,1.32,98.68,
Angola,AGO,6/15/2021,1.45,98.55,
Angola,AGO,6/20/2021,1.51,98.49,
Angola,AGO,6/24/2021,1.54,98.46,
Angola,AGO,6/28/2021,1.61,98.39,
Angola,AGO,7/5/2021,1.66,98.34,
Angola,AGO,7/12/2021,1.77,98.23,
Angola,AGO,7/19/2021,1.87,98.13,
Angola,AGO,8/3/2021,2.09,97.91,
Angola,AGO,8/9/2021,2.13,97.87,
Angola,AGO,8/16/2021,2.14,97.86,
Angola,AGO,8/20/2021,2.15,97.85,
Angola,AGO,8/25/2021,2.15,97.85,
Angola,AGO,9/1/2021,2.71,97.29,
Angola,AGO,9/11/2021,2.82,97.18,
Angola,AGO,9/19/2021,2.9,97.1,
Angola,AGO,9/26/2021,2.97,97.03,
Angola,AGO,10/8/2021,3.57,96.43,
Angola,AGO,10/14/2021,3.8,96.2,
Angola,AGO,10/18/2021,4.24,95.76,
Angola,AGO,10/20/2021,4.52,95.48,
Angola,AGO,10/26/2021,4.91,95.09,
Angola,AGO,11/2/2021,5.31,94.69,
Angola,AGO,11/7/2021,5.83,94.17,
Angola,AGO,11/11/2021,5.91,94.09,
Angola,AGO,11/18/2021,6.72,93.28,
Angola,AGO,11/21/2021,7.82,92.18,
Angola,AGO,11/24/2021,8.13,91.87,
Angola,AGO,12/2/2021,9.05,90.95,
Angola,AGO,12/6/2021,9.67,90.33,
Angola,AGO,12/9/2021,9.77,90.23,
Angola,AGO,12/15/2021,10.49,89.51,
Angola,AGO,12/23/2021,11.03,88.97,
Anguilla,AIA,4/22/2021,5.18,94.82,
Anguilla,AIA,5/17/2021,29.25,70.75,
Anguilla,AIA,5/28/2021,35.96,64.04,
Anguilla,AIA,6/4/2021,36.45,63.55,
Anguilla,AIA,6/11/2021,38.47,61.53,
Anguilla,AIA,6/18/2021,39.77,60.23,
Anguilla,AIA,6/25/2021,43.14,56.86,
Anguilla,AIA,7/2/2021,47.34,52.66,
Anguilla,AIA,7/9/2021,50.45,49.55,
Anguilla,AIA,7/16/2021,55.83,44.17,
Anguilla,AIA,7/23/2021,56.88,43.12,
Anguilla,AIA,7/30/2021,57.95,42.05,
Anguilla,AIA,8/6/2021,59.27,40.73,
Anguilla,AIA,8/20/2021,59.27,40.73,
Anguilla,AIA,9/3/2021,59.36,40.64,
Anguilla,AIA,9/10/2021,59.42,40.58,
Anguilla,AIA,9/17/2021,59.95,40.05,
Anguilla,AIA,9/24/2021,60.07,39.93,
Anguilla,AIA,10/1/2021,60.54,39.46,
Anguilla,AIA,11/29/2021,60.54,39.46,
Anguilla,AIA,12/1/2021,60.91,39.09,
Anguilla,AIA,12/8/2021,60.98,39.02,
Antigua and Barbuda,ATG,5/17/2021,2.61,97.39,
Antigua and Barbuda,ATG,5/21/2021,7.14,92.86,
Antigua and Barbuda,ATG,5/25/2021,9.37,90.63,
Antigua and Barbuda,ATG,5/26/2021,11.5,88.5,
Antigua and Barbuda,ATG,5/27/2021,13.08,86.92,
Antigua and Barbuda,ATG,5/29/2021,15.33,84.67,
