People_fully_vaccinated,Population,Percentage_Vacc
19375276.0,25687041.0,75.42821300437058
140151965.0,212559409.0,65.93543219721693
5798867.0,9216900.0,62.91558984040188
44343143.0,59554023.0,74.45868602361254
3766864.0,5084300.0,74.0881537281435
15410168.0,59308690.0,25.982984955493034
202845886.0,329484123.0,61.564692147548485
46804609.0,67215293.0,69.63386888754617
53224715.0,97338583.0,54.679977209037446
